estate_name,district_name,region_name,lat,lng,sold_under,year_of_completion,year_of_completion_raw,type_of_block,no_of_blocks,no_of_flats,name_of_block,gross_floor_area_of_flt,saleable_area_of_flats,initial_sale_price,owners_corporation,reg_management_office,property_management,carpark_management,court_website,further_information
Fu Keung Court,Wong Tai Sin,Kowloon,22.34044,114.18437,11C 13A 14C,1991,1991,NCB,6,1370,Fu Yue House Fu Ning House Fu Hong House Fu Wo House Fu Yat House Fu Nga House,47 - 78,37 - 59,319700 - 1587200,Formed,Wong Tai Sin District Tenancy Management Office (4) Podium Temple Mall North 136 Lung Cheung Road Wong Tai Sin Telephone: 3572 0040 Fax: 3572 0044,Hong Yip Service Conpany Limited (Block A); Shui On Property Management Company Limited (Blocks B & C); ISS EastPoint Properties Limited (Blocks D E & F) G/F. Fu Yue House Fu Keung Court 8 Fu Mei Street Wang Tau Hom (Block A); G/F. Fu Ning House Fu Keung Court 8 Fu Mei Street Wang Tau Hom (Block B & C); G/F. Fu Wo House Fu Keung Court 8 Fu Mei Street Wang Tau Hom (Block D E & F) Telephone: 2337 2172 (Block A); 2338 4966 (Block B & C); 2336 3316 (Block D E & F) Fax: 2794 9997 (Block A); 2338 4922 (Block B & C); 2336 0299 (Block D E & F),Amano Parking Service Limited Rm. E 6/F Selwyn Factory Building 404 Kwun Tong Road Kwun Tong Kowloon Telephone: 2570 5690 Fax: 2555 7911 Email: info@amano.com.hk.,,Barrier-Free Access (BFA) Facilities
Ching Lai Court,Sham Shui Po,Kowloon,22.3388,114.13495,2B,1981,1981,Non-Standard,7,970,Lai Hang House Lai Yue House Lai Kin House Lai Tai House Lai Hong House Lai Ning House Lai Sau House,44 - 50,36 - 40,187900 - 237500,Formed,Wah Lai Estate Office Unit 703 7/F Podium Hei Lai House Wah Lai Estate Lai Chi Kok. Telephone: 2242 6442 Fax: 2242 6449,Appointed by Owners' Corporation,Yue Xiu Apt Parking Limited 27 Floor Seabright Plaza 9-23 Shell Street North Point Hong Kong Telephone: 2512 9611 Fax: 2512 9617,,
Kwai Yin Court,Kwai Tsing,New Territories,22.36963,114.12579,14C,1993,1993,NCB,2,700,Kwai Yee House Kwai Him House,47 - 76,37 - 59,722900 - 1446000,Formed,Tai Wo Hau Estate Office G/F Fu Kwai House Tai Wo Hau Estate Kwai Chung T : 2429 9446 F : 2423 6835,Appointed by Owners' Corporation,Owned and operated by private corporation,,
Yan Tsui Court,Eastern,Hong Kong Island,22.26111,114.23779,4B,1983,1983,Old Cruciform,2,304,Yan Wing House Yan Wah House,62 - 62,50 - 50,201500 - 225600,Formed,Wan Tsui Estate Office G/F Wai Tsui House Wan Tsui Estate 3 Tsui King Street Chai Wan Hong Kong. Tel : 2558 0180 Fax : 2505 2147,Appointed by Owners' Corporation,Yue Xiu APT Parking Limited 27/F. Seabright Plaza 9-23 Shell Street North Point Hong Kong Telephone: 2512 9611 Fax: 2512 9617 Website: http://yuexiuaptparking.com.hk/,,
On Kay Court,Kwun Tong,Kowloon,22.32224,114.21746,3B 5B,1982,1982 (Phase 1= Bk A & B) 1984 (Phase 2 = Bk C &D),Flexi 1,4,920,Kay Yan House Kay Shun House Kay Hong House Kay Yue House,46 - 65,38 - 52,185700 - 310000,Formed,Housing Department Kowloon East (4) District Tenancy Management Office G/F Wun Wah House Lok Wah South Estate Ngau Tau Kok Kowloon Telephone: 2755 6613 Fax: 2757 2551,Appointed by Owners' Corporation,Amano Parking Service Limited Rm. E 6/F Selwyn Factory Building 404 Kwun Tong Road Kwun Tong Kowloon Telephone: 2117 7076 Fax: 2555 7911 Email: info@amano.com.hk,,
Tung Yan Court,Eastern,Hong Kong Island,22.28079,114.222,18C,1998,1998 1999,Harmony,2,1050,Foon Yan Court Wing Yan Court,26 - 82,19 - 58,424200 - 1559000,Formed,Model Housing Estate office G/F. Block C Model Housing Estate 770 King's Road North Point Hong Kong . Tel : 2562 4255 Fax : 2562 9409,Appointed by Owners' Corporation,Yue Xiu APT Parking Limited 27/F. Seabright Plaza 9-23 Shell Street North Point Hong Kong Telephone: 2512 9611 Fax: 2512 9617 Website: http://yuexiuaptparking.com.hk/,,
Po Nga Court,Tai Po,New Territories,22.45154,114.1596,10A 10C,1989,1989,Trident 3,3,2448,Yat Wo House Hing Wo House Ka Wo House,46 - 64,35 - 49,181900 - 336500,Formed,Tai Po North & Shatin District Tenancy Management Office (7) 2/F On Wo House Tai Wo Estate Tai Po N.T. Telephone: 2657 2808 Fax: 2657 8660,Appointed by Owners' Corporation,Owned and operated by private corporation,,
King Ming Court,Sai Kung,New Territories,22.32349,114.24995,9C,1988,1988,NCB,3,1050,Hei King House Fai King House Yuk King House,47 - 76,37 - 59,178100 - 381000,Formed,Kowloon West & Sai Kung District Tenancy Management Office (12) G/F Shin Lai House Shin Ming Estate Tseung Kwan O N.T. Telephone : 2445 3811 Fax : 2445 3677,Appointed by Owners' Corporation,Kwik Park Ltd. 7/F Cityplaza One 1111 King's Road Tai Koo Shing Quarry Bay Telephone: 2512 1088 Fax: 2887 6713 Web site: www.guardian-group.com.hk E-mail: kwikdk@guardian-group.com.hk,,
Yan Ming Court,Sai Kung,New Territories,22.32431,114.25856,11B,1990,1990,NCB,5,1750,Yan Chung House Yan Chuk House Yan Mui House Yan Lan House Yan Kuk House,47 - 76,37 - 59,235900 - 481500,Formed,Kowloon West & Sai Kung District Tenancy Management Office (12) G/F Shin Lai House Shin Ming Estate Tseung Kwan O N.T. Telephone : 2445 3811 Fax : 2445 3677,Appointed by Owners' Corporation,Wilson Parking (HK) Ltd. Room 2901 Metroplaza Tower 1 Kwai Fong Telephone: 2487 6138 Fax: 2428 6026 Web site: www.wilsonparking.com.hk E-mail: wphk@wilsonparking.com.hk,,
Siu Hong Court,Tuen Mun,New Territories,22.4132,113.97809,3B 4A 5B 6A,1982,1982,Flexi 1 2,20,4676,Siu Yin House Siu Sun House Siu Chun House Siu Kit House Siu Wai House Siu Kin House Siu Yan House Siu Wing House Siu Wah House Siu Hang House Siu Shun House Siu Cheong House Siu Ho House Siu Ping House Siu Fai House Siu Lok House Siu Lai House Siu Kei House Siu Ning House Siu Tai House,43 - 64,37 - 52,114700 - 216900,Formed,Yuen Long District Tenancy Management Office(1) G/F Chuen Shui House Shui Pin Wai Estate Yuen Long Telephone: 2442 2461 Fax: 2477 3284,Appointed by Owners' Corporation,Yue Xiu APT Parking Ltd 28/F Seabright Plaza 9-23 Shell St North Point Telephone: 2512 9611 Fax: 2512 9617 E-mail: yxaptsunny@biznetvigator.com,,
Ning Fung Court,Kwai Tsing,New Territories,22.37231,114.13807,21A,2001,2001,Concord,4,1280,Ching Fung House Long Fung House Ting Fung House Yun Fung House,61 - 79,47 - 60,814300 - 1495300,Formed,Ha Kwai Chung District Tenancy Management Office Wing C G/F Shek Cheung House Shek Lei (II) Estate Kwai Chung Telephone: 2420 6987 Fax: 2429 9431,Appointed by Owners' Corporation,Owned and operated by private corporation,,
Choi Ming Court,Sai Kung,New Territories,22.30826,114.2546,23A,2001,2001,Concord,6,1920,Choi Yueng House Choi Lau House Choi Chung House Choi Pak House Choi To House Choi Mui House,61 - 78,47 - 60,718100 - 1430700,Formed,Kowloon West & Sai Kung District Tenancy Management Office (10) G/F Shin Lai House Shin Ming Estate Tseung Kwan O N.T. Telephone : 2445 3811 Fax : 2445 3677,Appointed by Owners' Corporation,Owned and operated by private corporation,,
Ching Wang Court,Kwai Tsing,New Territories,22.36176,114.10465,20B,2001,2001,Concord,2,576,Wang Chau House Wang Yu House,63 - 82,47 - 60,1016600 - 1746300,Formed,Tsing Yi District Tenancy Management Office Wing A & Wing B G/F. Yee Yip House Tsing Yi Estate Tsing Yi NT. Tel No. : 2431 0305 Fax No. : 2435 5137,Appointed by Owners' Corporation,Owned and operated by private corporation,,
Ying Fuk Court,Wong Tai Sin,Kowloon,22.34663,114.19502,20B,2001,2001,NCB,1,370,Ying Fuk Court,47 - 74,37 - 59,802400 - 1734000,Formed,Wong Tai Sin District Tenancy Management Office (4) Podium Temple Mall North 136 Lung Cheung Road Wong Tai Sin Telephone: 3572 0040 Fax: 3572 0044,Appointed by Owners' Corporation,Owned and operated by private corporation,,
Wang Fuk Court,Tai Po,New Territories,22.44662,114.17543,4B,1983,1983,Flexi 2,8,1984,Wang Yan House Wang Tao House Wang Sun House Wang Kin House Wang Tai House Wang Cheong House Wang Shing House Wang Chi House,48 - 54,40 - 44,116000 - 159100,Formed,Tai Po North & Shatin District Tenancy Management Office (7) 2/F On Wo House Tai Wo Estate Tai Po N.T Telephone: 2657 2808 Fax: 2657 8660,Appointed by Owners' Corporation,Owned and operated by private corporation,,
Shun Chi Court,Kwun Tong,Kowloon,22.332,114.22728,1,1980,1980,Non-Standard,6,1539,Shun Fung/Lung House Shun Cheung/Wing House Shun Ying/Fai House Shun Wah/Mei House Shun Tai/Shing House Shun Hong/Ning House,49 - 77,41 - 65,80900 - 158100,Formed,Housing Department Kowloon East (5) District Tenancy Management G/F Lee Foo House Shun Lee Estate Kwun Tong Kowloon Telephone: 2341 8286 Fax: 2763 6066,Appointed by Owners' Corporation,Amano Parking Service Limited Rm. E 6/F Selwyn Factory Building 404 Kwun Tong Road Kwun Tong Kowloon Telephone: 2117 7076 Fax: 2555 7911 Email: info@amano.com.hk,,Barrier‐Free Access (BFA) Facilities
Yau Chui Court,Kwun Tong,Kowloon,22.30034,114.23805,Sales of Surplus HOS Flat Phases 5 and 6,2002,2002,New Cruciform Block,4,1480,Yuk Mei House Yeung Mei House Yat Mei House Wing Mei House,49 - 79,37 - 59,984900 - 2295500,Formed,Housing Department Kowloon East (8) District Tenancy Management Office 2/F Yuk Shek House Ping Shek Estate Kowloon Telephone: 2323 8121 Fax: 2351 4367,Appointed by Owners' Corporation,Amano Parking Service Limited Rm. E 6/F Selwyn Factory Building 404 Kwun Tong Road Kwun Tong Kowloon Telephone: 2117 7076 Fax: 2555 7911 Email: info@amano.com.hk,,Barrier‐Free Access (BFA) Facilities
Yi Fung Court,Kwai Tsing,New Territories,22.36175,114.13891,19A,1999,1999,NCB,2,700,Yuet Fung House Ho Fung House,47 - 74,37 - 59,793500 - 1724900,Formed,Ha Kwai Chung District Tenancy Management Office Wing C G/F Shek Cheung House Shek Lei (II) Estate Kwai Chung Telephone: 2420 6987 Fax: 2429 9431,Appointed by Owners' Corporation,Amano Parking Service Limited Address: Rm. E 6/F Selwyn Factory Building 404 Kwun Tong Road Kwun Tong Kowloon T: 2570 5690 F: 2555 7911 Email: info@amano.com.hk,,
Hung Fuk Court,Southern,Hong Kong Island,22.25121,114.1505,18B,1997,1997,NCB,2,700,Hung Lai House Hung Chak House,46 - 74,37 - 59,783000 - 1651600,Formed,Hong Kong District Tenancy Management office Wah Fu (II) Sub-office G/F No. 21-34 Wah Hing House Wah Fu (II) Estate Pokfulam Hong Kong Tel : 2551 0660 Fax : 2875 5153,Appointed by Owners' Corporation,,,
Lung Yan Court,Southern,Hong Kong Island,22.22144,114.20539,15A,1993,1993,Rural Harmony,2,360,Lung Chun House Lung Tan House,58 - 87,39 - 59,768300 - 1252500,Formed,Hong Kong District Tenancy Management office Wah Fu (II) Sub-office G/F No. 21-34 Wah Hing House Wah Fu (II) Estate Pokfulam Hong Kong Tel : 2551 0660 Fax : 2875 5153,Appointed by Owners' Corporation,,,
Sheung Chui Court,Tsuen Wan,New Territories,22.36737,114.120186,Sale of Home Ownership Scheme Flats 2014,2017,2017,Non-standard Domestic Block,3,962,Chui Wu Hosue Chui Ho House Chui Ting House,,40.7 - 47.5,2121200 - 3264600,Not Yet Formed,Shek Wai Kok Estate Office 4/F. Shek Fong House Shek Wai Kok Estate Tsuen Wan Telephone: 2416 5341 Fax: 2415 3846,Jones Lang LaSalle Management Services Limited G/F Chui Ho House Sheung Chui Court 376 Sha Tsui Road Tsuen Wan N.T. H.K. Telephone: 2659 9003 Fax: 2659 9300,Amano Parking Service Limited Rm. E 6/F Selwyn Factory Building 404 Kwun Tong Road Kwun Tong Kowloon Telephone: 2570 5690 Fax: 2555 7911 Email: info@amano.com.hk.,,
Ching Chun Court,Kwai Tsing,New Territories,22.346355,114.10895,Sale of Home Ownership Scheme Flats 2014,2017,2017,Non Standard Block,2,465,Chun Hin House (Block A) Chun Ho House (Block B),,40.4 - 40.7,2014700 - 2796300,Formed,Tsing Yi District Tenancy Management Office Wing A & B G/F. Yee Yip House Tsing Yi Estate Tsing Yi NT. Telephone: 2431 0305 Fax: 2435 5137,Appointed by Owners' Corporation,Amano Parking Service Limited Rm. E 6/F Selwyn Factory Building 404 Kwun Tong Road Kwun Tong Kowloon Telephone: 2570 5690 Fax: 2555 7911 Email: info@amano.com.hk.,,
Ngan Ho Court,Islands,New Territories,22.265009,113.99336,Sale of Home Ownership Scheme Flats 2017,2018,2018,Non-standard HOS,2,529,Ngan Yuk House Ngan Long House,,35.3 - 50.4,1460800 - 2545900,Not Yet Formed,Housing Department Islands District Tenancy Management Office(Ying Tung Sub-office) 1/F. Ying Yuet House Ying Tung Estate Tung Chung Tel.: 3140 6338 Fax: 3140 6220,Kong Shum Union Property Management Co. Ltd G/F. Ngan Long House Ngan Ho Court Mui Wo Tel.: 2985 4308 Fax: 2985 4078,Good Excel Property Consultants Ltd. Flat 113 - 115 Ngan Yuet House Ngan Wan Estate Mui Wo Tel.: 2984 7000 Fax: 2984 9099,,
Mei Pak Court,Sha Tin,New Territories,22.378368,114.1724,Sale of Home Ownership Scheme Flats 2014 Sale of Home Ownership Scheme Flats 2017 (Re-sale Flats),2017,2017,Non-standard Block,1,288,Mei Pak Court,34.5 - 41.5,0 - 0,1873500 - 2943200,Formed,Tai Po North & Shatin District Tenancy Management Office (2) Market Podium Pok Hong Estate Shatin Telephone : 2648 1312 Fax : 2649 1648,Appointed by Owners' Corporation,Yue Xiu Apt Parking Limited 28/F Seabright Plaza 9-23 Shell St North Point Telephone: 2512 9611 Fax: 2512 9617 E-mail: yxaptsunny@biznetvigator.com,,
Mei Ying Court,Sha Tin,New Territories,22.37656,114.17169,2014,2017,2017,Non-standard Block,1,216,Mei Ying Court,41.3 - 41.9,0 - 0,2230900 - 2852400,Formed,Tai Po North & Shatin District Tenancy Management Office (4) Unit 241-260 2/F. Shek Yuk House Chun Shek Estate Shatin Telephone : 2699 3082 Fax : 2699 9418,Synergis Management Services Limited G/F No.2 Mei Mun Lane Mei Ying Court Shatin N.T. Telephone : 2362 8883 Fax : 2362 1655,Yue Xiu Apt Parking Limited 28/F Seabright Plaza 9-23 Shell St North Point Telephone: 2512 9611 Fax: 2512 9617 E-mail: yxaptsunny@biznetvigator.com,,
Ngan Wai Court,Islands,New Territories,22.264732,113.99551,Sale of Home Ownership Scheme Flats 2017,2018,2018,Non-standard HOS,1,170,Ngan Wai Court,,38.4 - 51.3,1398200 - 2439700,Not Yet Formed,Housing Department Islands District Tenancy Management Office(Ying Tung Sub-office) 1/F. Ying Yuet House Ying Tung Estate Tung Chung Tel.: 3140 6338 Fax: 3140 6220,Kong Shum Union Property Management Co. Ltd G/F. Ngan Wai Court Mui Wo Tel.: 2985 4588 Fax: 2985 8115,Good Excel Property Consultants Ltd. Flat 113 – 115 Ngan Yuet House Ngan Wan Estate Mui Wo Tel.: 2984 7000 Fax: 2984 9099,,
Ping Yan Court,Yuen Long,New Territories,22.445576,114.003456,Sale of Home Ownership Scheme Flats 2016,2018,2018,Non Standard Block,3,2409,Ping Oi House Ping Yin House Ping Tai House,,34.9 - 53.3,1496900 - 3163600,Not Yet Formed,Yuen Long District Tenancy Management Office (4) 1/F Ancillary Facilities Block Tin Yuet Estate Tin Shui Wai N.T. Telephone: 2448 8863 Fax: 2448 8121,Chevalier Property Management Ltd. G/F Ping Yin House Ping Yan Court 65 Ping Ha Road Yuen Long N.T. Telephone: 2726 0822 Fax: 2329 8299,Chevalier Property Management Ltd. G/F Ping Yin Shopping Centre Ping Yan Court 65 Ping Ha Road Yuen Long N.T. Telephone: 2338 1368 Fax: 2338 4008,,
King Tai Court,Wong Tai Sin,Kowloon,22.335146,114.20047,Sale of Green Form Subsidised Home Ownership Pilot Scheme (GSH),2017,2017,Non-standard block,1,857,King Tai Court,,17.8 - 45.9,940200 - 2975500,Not Yet Formed,Wong Tai Sin District Tenancy Management Office G/F. Lung Chi House Lower Wong Tai Sin (II) Estate Wong Tai Sin Telephone: 2326 8962 Fax: 2326 6143,Modern Living Property Management Limited G/F. King Tai Court 118 King Fuk Street San Po Kong Kowloon Tel.: 3594 6518 Fax.: 3594 6520,Pioneer Management Limited 1/F Wui Yan House Tung Wui Estate Wong Tai Sin Kowloon Tel.: 2590 0880 Fax.: 2590 0339,,Barrier-Free Access (BFA) Facilities
Wang Fu Court,Yuen Long,New Territories,22.450766,114.028175,Sale of Home Ownership Scheme Flats 2014,2017,2017,Non Standard Block,1,229,Wang Fu Court,,40.3 - 41.2,2116700 - 2705600,Formed,Yuen Long District Tenancy Management Office (1) G/F Chuen Shui House Shui Pin Wai Estate Yuen Long N.T. Telephone: 2442 2461 Fax: 2477 3284,China Overseas Property Services Limited G/F Wang Fu Court 29 Wang Yip Street West Yuen Long N.T. Telephone: 2452 0166 Fax: 2469 8986,Yue Xiu APT Parking Limited 21/F SUP Tower 75-83 King's Road North Point HK Telephone: 2512 9611 Fax: 2612 9617,,
Kwun Tak Court,Kowloon City,Kowloon,22.3146,114.1837,Sale of Home Ownership Scheme Flats 2019,2019,2019,Non-standard,3,603,Kwun Cheong House 、Kwun Shing House 、Kwun Wing House,,41.3 - 52.8,3245100 - 5289900,Formed,Kowloon West & Sai Kung District Tenancy Management Office (4) G/F Nga Man House Homantin Estate Kowloon Telephone: 2242 0277 Fax: 2194 1305,Appointed by Owners' Corporation,Good Excel Property Consultants Ltd. Kwun Tak Court Carpark Management Office 5 Sheung Lok Street Homantin Kowloon Telephone: 2670 0121 Fax: --,,Barrier-Free Access (BFA) Facilities
Hoi Tak Court,Sham Shui Po,Kowloon,22.33092,114.15137,Sale of Home Ownership Scheme Flats 2019,2020,2020,Non-standard,1,814,Hoi Tak Court,,25.9 - 48.5,1949600 - 4352000,Not Yet Formed,Kowloon West and Sai Kung District Tenancy Management Office (7) Podium Floor Block 44 Shek Kip Mei Estate Woh Chai Street Shamshuipo Telephone: 2777 0280 Fax: 2776 8377,Kong Shum Smart Management Services Limited G/F. Hoi Tak Court Cheung Sha Wan Kowloon Tel.: 2390 2117 Fax: 2390 2006,Yue Xiu APT Parking Limited Room 2102 21/F. SUP Tower 75-83 King’s Road North Point Hong Kong Tel: 3598 9278 Fax: 2523 7892,,
Choi Hing Court,Kwun Tong,Kowloon,22.33164,114.21354,Sale of Home Ownership Scheme Flats 2017,2019,2019,Non-standard Block,3,1358,Choi Huen House Choi Wui House Choi Kiu House,,34.2 - 43.5,2482300 - 3840100,Not Yet Formed,Kowloon East (8) District Tenancy Management 2nd Floor Yuk Shek House Ping Shek Estate Kowloon Tel: 2323 8121 Fax: 2351 4367,Creative Property Services Consultants Limited Choi Hing Court Management Office G/F Choi Huen House (Block A) Choi Hing Court 1 Choi Sing Lane Kowloon Bay Kowloon. Tel: 3595 3494 Fax: 3612 4734,Amano Parking Service Limited Rm. E 6/F Selwyn Factory Building 404 Kwun Tong Road Kwun Tong Kowloon Telephone: 2117 7076 Fax: 2555 7911 Email: info@amano.com.hk,,Barrier‐Free Access (BFA) Facilities
Lai Tsui Court,Sham Shui Po,Kowloon,22.334057,114.15447,Sale of Green Form Subsidised Home Ownership Scheme (GSH),2019,2019,Non-standard,4,2545,Lai Sum House Lai Yung House Lai Tong House Lai Ki House,,17.1 - 42,932500 - 3062100,Formed,Kowloon West and Sai Kung District Tenancy Management Office (3) 1/F Lai Kwai House Lai Kok Estate Sham Shui Po Telephone: 2361 0217 Fax: 2748 7093,Urban Property Management Limited G/F Lai Sum House Lai Tsui Court Tel: 2766 1186 Fax: 2766 1166,Yue Xiu APT Parking Limited 27/F Seabright Plaza 9-23 Shell St North Point Telephone: 2512 9611 Fax: 2512 9617,,Barrier-Free Access (BFA) Facilities
Kai Long Court,Kowloon City,Kowloon,22.33045,114.20111,Sale of Home Ownership Scheme Flats 2018,2018,2018,Non Standard Block,3,683,Kai Yiu House Kai Yat House Kai Yeung House,,26.6 - 43.8,2272800 - 4884000,Not Yet Formed,Kowloon West & Sai Kung District Tenancy Management Office (5) G/F. Carport Building Tak Long Estate Kowloon City Kowloon. Telephone：2383 0422 Fax：2383 0945,Creative Property Services Consultants Ltd. G/F Kai Yat House Kai Long Court 18 Muk On Street Kowloon City Kowloon Telephone：3619 2323 Fax：3619 5518,China Overseas Property Services Ltd. Basement Retail Block Kai Long Court 18 Muk On Street Kowloon City Kowloon Telephone：3590 2286 Fax：-,,Barrier-Free Access (BFA) Facilities
Kam Fai Court,Sha Tin,New Territories,22.4167,114.2244,Sale of Home Ownership Scheme Flats 2019,2020,2020,Non-standard Block,1,735,Kam Fai Court,,25.6 - 42.3,1555100 - 3476200,Not Yet Formed,Tai Po North & Shatin District Tenancy Management Office (10) G/F Sha Kok Community Hall Building Sha Kok Estate Shatin. Tel: 2647 1311 Fax: 2637 5251,Chevalier Property Management Ltd. Kam Fai Court Management Office 8 Hang Kin Street Ma On Shan. Tel: 2285 8260 Fax: 2169 0018,Yue Xiu Apt Parking Ltd. Car Park Office G/F Yan On Shopping Centre (Phase 2) Ma On Shan Telephone : 2508 6288 Fax : 2344 9964,,
Choi Wo Court,Sha Tin,New Territories,22.3972,114.1886,Sale of Home Ownership Scheme Flats 2020,2020,2020,Non-standard Block,1,806,Choi Wo Court,,36.6 - 57,2533200 - 4886400,Not Yet Formed,Tai Po North & Shatin District Tenancy Management Office (11) G/F Skylark House Sha Kok Estate Shatin. Tel: 2697 7208 Fax: 2797 0908,Modern Living Property Management Ltd Choi Wo Court Management Office G/F Choi Wo Court 18 Wo Sheung Tun Street Shatin N.T. Telephone: 3169 1791 Fax: 3749 5488,China Overseas Property Services Limited 1/F Chun Yeung Shopping Centre 20 Kwei Tei Street Fo Tan N.T. Telephone: 2638 8483 Fax: 2638 8498,,
On Sau Court,Sai Kung,New Territories,22.32238,114.2379,Sale of Home Ownership Scheme Flats 2022,2025,2025,Non-Standard,2,1906,On Kit House On Chun House,,25.9 - 44.5,1530300 - 3254900,Not Yet Formed,Kowloon West & Sai Kung District Tenancy Management Office(9) G/F Po Chi House Po Lam Estate Tseung Kwan O Telephone : 2701 3320 Fax : 2703 6344,Modern Living Property Management Limited G/F Block B On Sau Court 12 On Yu Road Sai Kung N.T. Tel: 3169 6491 Fax: 3741 7661,Modern Living Property Management Limited On Sau Shopping Centre On Sau Court 12 On Yu Road Sai Kung N.T. Tel: 3104 3044 Fax: 3188 5658,,
Yung Ming Court,Sai Kung,New Territories,22.30454,114.26409,Sale of Home Ownership Scheme Flats 2019,2020,2020,Non-standard,2,1395,Yun Ming House Chak Ming House,,26.2 - 52.8,1827900 - 4550900,Not Yet Formed,Kowloon West & Sai Kung District Tenancy Management Office (12) G/F Shin Lai House Shin Ming Estate Tseung Kwan O N.T. Tel: 2445 3811 Fax: 2445 3677,City Professional Management Limited G/F Block B Yung Ming Court Tseung Kwan O N.T. Tel: 3169 0081 Fax: 3893 0450,Pacific Extend Properties Management Limited G/F Yung Ming Shopping Centre Yung Ming Court Tseung Kwan O N.T. Tel: 3542 5180 / 3542 5181 Fax: 3893 0458,,
Yu Tai Court,Islands,New Territories,22.28073,113.94051,Sale of Home Ownership Scheme Flats 2018,2020,2020,Non-Standard Domestic Block,2,1226,Yu Yuet House Yu Ying House,,25.8 - 53.1,1181000 - 3179500,Not Yet Formed,Islands District Tenancy Management Office G/F. Hong Yat House Yat Tung (1) Estate Tung Chung Lantau Island Hong Kong Telephone : 3140 6400 Fax: 3140 6420,China Overseas Property Services Limited Telephone: 2915 3038 Fax: 2915 3138,Yue Xiu Apt Parking Limited Telephone: 5408 6761,,
Shan Lai Court,North,New Territories,22.50318,114.15986,Sale of Home Ownership Scheme Flats 2020,2021,2021,Non Standard Block,6,3222,Chung Shan House Yung Shan House Hang Shan House Lei Shan House Ying Shan House Kiu Shan House,,25.8 - 41.9,1166900 - 2586700,Not Yet Formed,Tai Po North & Shatin District Tenancy Management Office (8) Unit 221 - 240 2/F Shek Yuk House Chun Shek Estate Shatin N.T. Telephone : 2694 4408 Fax : 2647 1930,Modern Living Property Management Limited Shan Lai Court 88 Lung Ma Road Fanling Telephone: 2365 6038 Fax: 2365 6011,China Overseas Property Services Limited Telephone: 2713 9635 Fax: 2661 2311,,
Kai Cheung Court,Wong Tai Sin,Kowloon,22.33895,114.20166,Sales of Home Ownership Scheme Flats 2020,2023,2023,Non-standard type,2,940,Kai Yi House Kai Yuet House,,27.4 - 46.6,2287400 - 5132700,Not Yet Formed,Tsz Wan Shan District Tenancy Management Office Unit 211-224 Ban Fung House Fung Tak Estate Kowloon. Telephone: 2324 0096 Fax: 2752 8665,Kai Fu Property Services Company Limited Kai Cheung Court Management Office G/F Kai Yi House Kai Cheung Court 237 Choi Hung Road Wong Tai Sin Tel.: 2380 3882 Fax: 2381 0226 E-mail: csa.kcc@kaifupsc.com.hk,Amano Parking Service Limited Kai Cheung Court Carpark 237 Choi Hung Road Wong Tai Sin Telephone: 2336 8800 Email: info@amano.com.hk,,
Ka Shun Court,Sha Tin,New Territories,22.361116,114.174614,Sale of Home Ownership Scheme Flats 2016,2018,2018,Non-Standard Domestic Block,1,248,Ka Shun Court,,41.3 - 41.7,2445800 - 3275700,Formed,Sun Chui Estate Office Units 1-17 G/F Sun Hok House Sun Chui Estate Shatin Telephone: 2698 8988 Fax: 2604 6412,Kong Shum Union Property Managemenrt Corporation Limited G/F Ka Shun Court 11 Hin Tin Street Shatin Telephone: 2177 6133 Fax: 2711 6366,Creative Property Services Consultants Limited Telephone: 2278 4000 Fax: 2278 4009,,
Yuk Wo Court,Sha Tin,New Territories,22.3964,114.196,Sale of Home Ownership Scheme Flats 2019,2020,2020,Non-Standard Domestic Block,1,830,Yuk Wo Court,,27.3 - 43,1726300 - 3364200,Not Yet Formed,Tai Po North & Shatin District Tenancy Management Office (3) Units 1-17 G/F Sun Hok House Sun Chui Estate Shatin Telephone: 2529 5178 Fax: 2466 7897,Chevalier Property Management Limited G/F Yuk Wo Court 23 Au Pui Wan Street Fo Tan Telephone: 2325 6182 Fax: 2326 6192,China Overseas Property Services Limited Telephone: 2638 8483 Fax: 2638 8498,,
Sheung Man Court,Kwai Tsing,New Territories,22.36777,114.12236,Sale of Home Ownership Scheme Flats 2019,2020,2020,Non-standard Block,1,494,Sheung Man Court,,26.6 - 42.6,1770000 - 3540000,Not Yet Formed,Tai Wo Hau Estate Office G/F Fu Kwai House Tai Wo Hau Estate Tel: 2429 9446 Fax:2423 6835,Kong Shum Union Property Management Co. Ltd Sheung Man Court Management Office 1/F 69 Texaco Road Tel: 2286 0887 Fax: 2362 8162,Amano Parking Service Limited Address: Rm. E 6/F Selwyn Factory Building 404 Kwun Tong Road Kwun Tong Kowloon Tel: 2570 5690 Fax: 2555 7911 Email: info@amano.com.hk,,
